post_id,source,text,label
18221715_gab,gab,sociology class expect laughing stock every liberal arts department subject retarded marxist ideology factory know,offensive
19832857_gab,gab,no vanessa mudshark islay alina wino living manchester,offensive
1233548077958598656_twitter,twitter,not mom saying gay ppl abomination looking straight,normal
9338046_gab,gab,saw documentary couple years ago part still destroyed flood everyone complaining injustice racism someone not rebuilding ghetto non gentrifying way course run flood expect handouts,offensive
21692932_gab,gab,dublin mirror londonistan moslem rape gangs drug trafficking acid attacks black criminals gangs horrendous gun exchanges rd worlders sucking social housing welfare dry not working future immigrant ireland plan death ireland shared celtic heritage ancestors ni ireland death irish,hatespeech
1222876686477406213_twitter,twitter,no good good girl niggas like ghetto hoes,offensive
1179088613109305344_twitter,twitter,no aha youre sexy please dont kill,normal
1179059983033520129_twitter,twitter,nigga nigga,normal
1179105638644760576_twitter,twitter,USER USER great poet,normal
12437441_gab,gab,nobody forces blacks take welfare nobody forces white women dirty whores look muslums enforcing morality west not give fuck bitch decides show ankle bitch get honor killed,offensive
1092318023145476098_twitter,twitter,team gillberg adam rose defeats bray wyatt via phoenix splash mud bath royal rumble,normal
6087970_gab,gab,make awesome double peanut butter cookies peanut butter chips never heard pistachio cream cheese look far women offering compliments bullied relentlessly ruthless bitches growing,normal
1079397452887834624_twitter,twitter,USER USER not bad idea retardet,offensive
1177900159549591553_twitter,twitter,USER avoid shaking hands chinaman satanist lee hsien loong black magic suspicion,normal
15944012_gab,gab,members antifa arrested yesterday aggravated assault names attacked women police pepper sprayed young woman well john aaron brian works favor quintin hatt manager via pizza austin texas,normal
15575558_gab,gab,figure lower security costs lyon christmas markets arm citizenry actively encourage volunteer militias secure marketplace township beyond lock every mudslime council estates duration holiday season choice france,hatespeech
1122469511460999169_twitter,twitter,USER freudian manifestations latent homosexuality,offensive
1225966798002180101_twitter,twitter,USER USER many illegal aliens gonna benefit k state mr governor,offensive
19156101_gab,gab,doj department jews,offensive
13253575_gab,gab,amusing think white people never given referendum expelling jews nations think things terms becomes abundantly clear expected governments suffer jewish parasitism without right defend,offensive
17799157_gab,gab,mess kikes coons hajjis shits feral chinks,hatespeech
1187767384024764416_twitter,twitter,USER arent u muslim clown,normal
11958600_gab,gab,sorry no final kike meals makes oven dirtier ash shovel,hatespeech
23118610_gab,gab,look faggot ricky vaughn aka douglass mackey ex gov employee beta cuck got gave someone important blow job smile,hatespeech
1104965711959449601_twitter,twitter,one ghetto,offensive
1178916795488624640_twitter,twitter,USER want kill face_with_tears_of_joy face_with_tears_of_joy,normal
1178817544720924672_twitter,twitter,taking kids school dressing gown bit like prince harry raped arnold schwarzenegger,normal
1160604827275206663_twitter,twitter,not gonna promote anything mine free palestine eid mubarak muslim brothers sisters red_heart mosque crescent_moon,normal
1179091297639878656_twitter,twitter,fucking hate slow ass people fiu bitch move fuck way nigga got class fuck,normal
13885981_gab,gab,mn would blacks mudslime amazon sending white suburban neighborhoods surprised whites not sued discrimination hiring not see hired,offensive
1179062513071218691_twitter,twitter,silver medicine pants skrt nigger ass clap,hatespeech
1121004436887875586_twitter,twitter,USER full shit ever believes truly retarded,offensive
1225279545055436805_twitter,twitter,females pretty amp kill tryn hard ghetto n hood really squares shame person_facepalming female_sign,normal
5844955_gab,gab,fuck nothing sacred saw new farmersonly com ad nigger racemixing must found leftovers cotton fields,hatespeech
7609979_gab,gab,hang friend characters not enough write continue reading men guilty women matter deadbeat dads abandon kids huge part problem,normal
18375322_gab,gab,mentally ill like muslim brothers n sisters,offensive
9860204_gab,gab,listening gavin mcinnes talk white people adopt niglets makes physically nauseous enraged_face middle_finger monkey,offensive
1179021145682501633_twitter,twitter,USER oo say women,normal
22427081_gab,gab,tv sucks libtards shows queers dominate read top rated show fate gone ie last man standing cable even worst network channels zero content,offensive
10231411_gab,gab,vile barbaric low iq ugly sand niggers,hatespeech
5803321_gab,gab,aware bringing toiletries planes risky paki wants bring mouthwash deodorant board risk willing take,normal
1179104489745321987_twitter,twitter,USER ok retarded kinda expected obscure topic not fucking garlic onions,normal
1178784913014841346_twitter,twitter,USER USER USER please take white bald dudes headbands classic teams add players actually team fixnba2k20,normal
1125080079833415681_twitter,twitter,muslim moots ramadan coming,offensive
1113418048227160064_twitter,twitter,USER immigrants transported low middle class neighborhoods,normal
10088893_gab,gab,curse boycott queer mercedes benz fake luv tranny fag dyke ad sickens promoting homos dykes trannies curse canada western world become sodom,hatespeech
1178802459382337537_twitter,twitter,USER reminds vaguely netflix movie troubled team raped made recant years later find others raped way,normal
21396361_gab,gab,islam not even race considered racism first place,normal
1206413758060519426_twitter,twitter,USER zz boring tweet sleeping_face sleeping_face sleeping_face wish rap ass ghetto ass microphone microphone microphone microphone,offensive
4569323_gab,gab,USER cell em biggest hairiest bull dykes joint,offensive
12773452_gab,gab,implying women mainly acid attack victims suggesting male victims also wear make get thrown roof top,normal
1204222009556647936_twitter,twitter,USER not want converted years line radical muslim nation,offensive
1178678207341576199_twitter,twitter,USER USER white trailer trash tweets foul christian lies nice mike,offensive
4395151_gab,gab,time boycott everything madonna ashley judd hollywood find hobbies never go movies never idolize monsters really hate women think,normal
20146258_gab,gab,im not sure asians,normal
1179066858433064961_twitter,twitter,pc group bts USER retweet army skip il hate,normal
1179086677018587136_twitter,twitter,entlek percy tau much psl niggers,hatespeech
20847719_gab,gab,purging free speech social media honestly think created free speech web see many people come say go go need work support oppressed niggers fs habits,offensive
1179088826985267201_twitter,twitter,USER USER USER wow white supremists nazis commit mass shootings citing civil war,normal
1179037327328366593_twitter,twitter,USER lol pibble defense brigade force replies like well mine dindu nuffin not statistics work,normal
1179049202854350848_twitter,twitter,new single called freak bitch dropping one jawns u keep repeat love you_gesture medium dark_skin_tone,normal
1173565646770229248_twitter,twitter,adulting nastiest ghetto thing ever created want nothing,offensive
1178053859853377536_twitter,twitter,USER true actually looked like faggot ready suck big black cocks also might shove ass,normal
1178625277464842242_twitter,twitter,time kept thinking beauty spot nose blackhead retard stand mirror trying squeeze skull,normal
27010048_gab,gab,none bullshit changed anything anything jews powerful since idiots started yapping years back,offensive
1262463815259697154_twitter,twitter,USER muslim trump hater support,normal
16320302_gab,gab,idgaf let dirty sand niggers fight,hatespeech
1179095879652970497_twitter,twitter,really publicly hung elephant record not think white people evil please miss shit,normal
1080287219942735873_twitter,twitter,USER ok u still get passed onto high school retard,offensive
1178793830532956161_twitter,twitter,nawt yall niggers ignoring,normal
1178759082318143488_twitter,twitter,dykes always lookin love emo ass niggas,offensive
14864489_gab,gab,one thing count beaner men giving us pinata full lurid sex scandals thanks mexico,hatespeech
16640249_gab,gab,white guilt essentially religion western civilization holocaust narrative pivotal event fuels particular belief system people discovering no god,normal
11120570_gab,gab,imperative people offended stand united trump refuse play violence debates like one confederate monuments says trump wants projection,normal
11684343_gab,gab,married homosexual women stephens sprinkle officiated least weddings various nature entities nine countries wnd slipperyslopeproof,offensive
5973480_gab,gab,would found husband wife gay something increasingly happening couples country many end divorcing gay spouse freely pursue gay lifestyle michael snyder,normal
1178993742432223232_twitter,twitter,old lady calling rap nigger music not face like behind closed doors purses said told like person_shrugging medium_skin_tone female_sign no laws racism expect,offensive
20981936_gab,gab,hail mary full grace lord thee blessed art thou among women blessed fruit thy womb jesus,normal
23025079_gab,gab,support trump percent think knows britain needs trump like dyke needed little boys finger,hatespeech
1168145356162572290_twitter,twitter,hate white belts,normal
7121532_gab,gab,cristina laila retweeted jake tapper guess obama ghetto rap star friends better know guys rap raping pimping women selling drugs fakenews jake tapper potus invited sarahpalinusa dinner told bring friends,offensive
27526193_gab,gab,bees yellow nigger skunks,hatespeech
14904587_gab,gab,jews orchestrate white genocide whites powerful race race conquerors supreme victors military culture technology forms civilization sandniggers jew collaborators convenient,hatespeech
18489663_gab,gab,wish shit see called work ethic something nigger know nothing,hatespeech
1867181_gab,gab,business seven beyond borders working end child slavery prevent violence women girls haiti founded clinton global initiatives business defending girls yet surrounded businesses pedophile symbol pizzagate twittergate draintheswamp,normal
1179097432799563776_twitter,twitter,tfw realize woman made wear skirts made easier rape hashtag pants gang,offensive
1178932352061304832_twitter,twitter,USER obviously not made st century sexual advance harassment exercise white male privilage,normal
1179079609696096263_twitter,twitter,become nigga das like not giving bitch shit bc das block blessings,normal
18397876_gab,gab,USER kike jags tds dose feel lmfao face_with_tears_of_joy grinning_face_with_big_eyes grinning_face_with_big_eyes grinning_face_with_big_eyes,offensive
26251820_gab,gab,note blacks africans wetbacks goatfuckers queers want endlessly bitch cry oppressed white supremacist countries never want leave wonder showthemthedoor deportthemall,hatespeech
25112559_gab,gab,words muzrat used cordless drill attack,hatespeech
13980938_gab,gab,ghetto black girl end life,hatespeech
1183859219595874305_twitter,twitter,ghetto stfu face_with_tears_of_joy,offensive
1178804257744666626_twitter,twitter,mlane USER worry immigrant terrorists ha putin right said not ruin america would ruin gloated said,normal
19234472_gab,gab,tried make friends dirty muzzies could cremating jews side side jeeps kept running gas parades real downer everybody muzzies oil like kikes gold,hatespeech
23083459_gab,gab,white people ashamed forfathers slavery arabs get free pass still,offensive
1178738662919589894_twitter,twitter,USER honey aint u r dykes pleading_face,offensive
11105745_gab,gab,communist front group antifa easy demonstrate even historically retarded individual communists always battled fascists control tying two names together also allow lay burden million deaths feet,hatespeech
1178676586285015040_twitter,twitter,USER would ya get load nigger lmao,normal
1082557328266801152_twitter,twitter,ate dan raped minecraft,normal
15824095_gab,gab,USER called hours ago kike rat would not reply calling either part time shit tier jidf making extra shekels lol not sending best yet,hatespeech
25417107_gab,gab,leave need begin revoke permission country begin mass deportation along moslem spay neuter program,hatespeech
21391351_gab,gab,thing sand niggers like blowing buildings pretending not anything buildings rotting hot desert sun,hatespeech
13211398_gab,gab,specifically male acquiescence female liberation resulted current conundrum order solve current conundrum women must de liberated decision making privileges removed,hatespeech
1117452142397116417_twitter,twitter,USER got mad told gay th grade serious yes gay yes,offensive
23107237_gab,gab,blacks not believe killed king nigger communist nights melon got popped abusing white women forced sex slavery,hatespeech
21996673_gab,gab,nice enough reason pakistani moslem men went around gang raping white children according politicians media,hatespeech
27434693_gab,gab,robert deniro sniffing many nigger farts black wife ass dis talking shit trump,offensive
1203540995377225728_twitter,twitter,USER u focusing nazis exist,normal
1238439886362947589_twitter,twitter,USER three illiterate retarded nothing qualify giving advice,offensive
9280082_gab,gab,vanity fair sheboon cover merge national geographic vanity fair serena williams alt right,offensive
1178685847282962432_twitter,twitter,someone wanna bring white honky ass pumpkin spice latte,offensive
1178818616541794305_twitter,twitter,find weird heteros love using moon life whatever annoyed like not watch got daenerys literally raped drogo annoyed,normal
26657816_gab,gab,beat fucking ass retarded talking like honestly,offensive
1181320554227359745_twitter,twitter,USER whoever picked mineecraft fuckign retarded,offensive
1179061999919079424_twitter,twitter,USER everyone look miserable watching wider conference look really bored fed serious question,normal
1179059868784844800_twitter,twitter,guilty white hoe ass retarded bad female cops,offensive
1104664003102543873_twitter,twitter,average height women niggas short,normal
25987092_gab,gab,lesson king white race christ path white nation coming kingdom,offensive
1179076907410874370_twitter,twitter,USER trump white trash embarrassing anyone lying behalf,offensive
1144374884832706560_twitter,twitter,USER immigrants less worried legal residents us,normal
1187838569748029446_twitter,twitter,whyte men workout switch harder women ol jiggly booty,normal
1170844361438969856_twitter,twitter,get check see hoes react,offensive
1087133473318551555_twitter,twitter,USER zoning retarded,offensive
1239594523715670016_twitter,twitter,USER USER ubi passed apply citizens immigrants visas,normal
1163968982849863686_twitter,twitter,pistol mean business bitch tie,normal
12675441_gab,gab,USER talk like muslim gaza,offensive
1178517146977984512_twitter,twitter,USER USER USER duh course gonna famous south africa taylor white f still famous asia aus europe etc even south africa,normal
1103357342790361088_twitter,twitter,USER name humanity iraqi refugees ask whole world mercy standwithiraqirefugees,normal
13001147_gab,gab,mitch racist anti american nigger,hatespeech
25212387_gab,gab,listening bill burr clips onyoutube guess podcast still one gives shit along comes negress named nia alliteration classy bitch whites people apparently relationship no bill burr,hatespeech
19452516_gab,gab,big showy anomalous attacks fema fingerprints changed islamic immigrants targeting special treatment groups left wing extremists targeting whites republicans wonder look forward,hatespeech
2683978_gab,gab,aw people worshipped muslim marxist years voted spiritcooking muslimbrotherhood saudisharia russia reset whore sparemetheoutrage maga speakfreely gabfam,hatespeech
1179002983826313216_twitter,twitter,USER well technically referring white bitch go get ok,normal
1178941010560217088_twitter,twitter,USER kahmiri hindu pandit kashmiri muslim genocide milion hindu pandit migrant still spend life refugee hindu pandit kill many woman rapped kashmiri muslim,normal
25271148_gab,gab,today twitter features moments everything jaden smith ball happens inside dishwasher turn no mention attorney general new york beating women ears bleed though schneiderman USER,offensive
1178696097394515969_twitter,twitter,USER USER USER USER USER oversexualization queer identities electric homophobic boogaloo,normal
1243708322223661057_twitter,twitter,thoughts day whatever quarantine women dog shows look like amy klobuchar send tweet,normal
19812848_gab,gab,shit doesnt even make sense yes wetback lmao,hatespeech
18423788_gab,gab,job not entertain nigger iq not really helped,hatespeech
18620373_gab,gab,typical nfl protester likely prone violence debauchery acts self righteous two minutes hops back limo three hookers game,offensive
1178778481787842560_twitter,twitter,USER lets see retweeted called weirdo ur clearly talkin unless u side tweetin like faggot one,normal
14912231_gab,gab,going go one useless nigger next maybe new one western backing import refugees interesting note trump posting game hunting apefrica no doubt behind scene talks coup attempt,hatespeech
1159399863223816193_twitter,twitter,sometimes bitch womans got left dolores claiborne best movie line ever,normal
18573517_gab,gab,honestly go along muslims remaining usa long enough kill whole slew faggots maybe maybe queers stop fighting islam join patriots expelling whole godless filthy bunch godless part directed muslims not godless queers,hatespeech
9165145_gab,gab,self loathing beta males become feminist get chance hand job fat dyke hates enough give one gender self proclaims hates ugly fat ugly,hatespeech
15212893_gab,gab,deeply sad times white european loving continent culture handed savages moslem invaders knee loving respecting enraged_face,hatespeech
12089704_gab,gab,black man kills white child rap video nothing actually happens white man says nigger youtube video advertisers lose minds shoah internet,hatespeech
5836621_gab,gab,thank god men women wired differently makes life much interesting man learns listen wife value opinion life complimented uniqueness wife http manlytraining com,normal
15311795_gab,gab,kike bosses feldman cernovichs bossman anti white kike twitter,hatespeech
3826117_gab,gab,black lives matter could literally kidnap torture try kill helpless white retarded person blm supporters would defend oh wait minute maga gabfam,hatespeech
20324243_gab,gab,asians really eat dog flavor ramen,offensive
1178852783669334016_twitter,twitter,ice deporting refugees places never set foot support cambodian communities rallying together across nation stop raids prevent ice deporting refugee,normal
1230235374741577734_twitter,twitter,USER honey ghetto gary skull,normal
27453501_gab,gab,socialist wanna jew hating punk sissy faggots gab kiss ass suck ya salad tossers,offensive
1179082645759594497_twitter,twitter,white boy english class yelled good morning shut chad,normal
18460967_gab,gab,yeah not making fun tho acting like legitimately meant cp making look retarded making people not joking look retarded people actually argue look retarded lol twitter mess lately,offensive
1187319809861509121_twitter,twitter,USER adderall inch shoe lifts,normal
27275815_gab,gab,kike whining bitching say make trump emperor life,hatespeech
26848262_gab,gab,anyone say pansexual gender lmfao stupid fucking moron learn fuck talking coming mentions uneducated nazi cunt,offensive
1179041065514389504_twitter,twitter,USER dumbass bitch accurate,offensive
25615039_gab,gab,swimming pool novaky concentration camp jews claim holocaust pensions,offensive
1184586943994179591_twitter,twitter,told niggas could not nun em stopped hearing em,normal
19226129_gab,gab,attempt find sweat found not chink still not know watch stream tbh not know turn point,hatespeech
24004709_gab,gab,jews posing arabs,offensive
1179103637756243968_twitter,twitter,battery life iphone fucking joke listening spotify work percent,normal
1117114320561876992_twitter,twitter,every female boston think better everybody else lmao bitch humble ya self look fuckn ridiculous,offensive
1178891359031218176_twitter,twitter,USER worshipped since memory bc job queer,normal
1179059616677814273_twitter,twitter,fucking faggots outta line son every year mf get comfortable comfortable disrespecting straight man like not slap shit mf disrespecting expressionless_face best believe im dumb ass mf,hatespeech
1258177370793684993_twitter,twitter,USER straight upper middle class likes trendy probably gay friends,offensive
1178754672355618822_twitter,twitter,nigga austin smoke w little work faggots everyday never wood match anything niggas weed mooch,offensive
13375491_gab,gab,aryan goddess taylor anti kike forcefield,hatespeech
1106418508915716096_twitter,twitter,retweet want gain follow everyone retweets follow back whoever follows woman s_hat,normal
1262402393108393984_twitter,twitter,bet dislike sonicfox gay no dislike black,offensive
1268038905137369088_twitter,twitter,oh cause thought nigga sound amp look gay said sum,hatespeech
1182357216281714688_twitter,twitter,niggas ghetto,offensive
17973156_gab,gab,bus filled sand niggers one empty seat goes cliff called waste seat,hatespeech
1144910151822073861_twitter,twitter,afghan refugees stay sindh till date pm slected imran khan افغانیوں_کو_بھگاؤ,normal
24716255_gab,gab,brian terry first cousin family friend believe not forgotten nigger holder,hatespeech
12654394_gab,gab,yes stay streets history shows communists escalate violence far beyond seen counter protests give media cohorts opportunity frame retaliation instigation effective ways respond,normal
15004236_gab,gab,aside philly allentown harrisburg south central pa spic cities pa absolute glorious dream get country specially western pa get away everything perfect place raise family,normal
1178700470233075712_twitter,twitter,USER yeah twitter without dark mode not doable could not tweet much eyes raped white screen,normal
12326526_gab,gab,gross muslimes sex attraction disorder sad yes fruit cakes man goats ok sick bunch sharia arse,hatespeech
21764118_gab,gab,shariza appeasing may sucking moslem cock husband brit fam,hatespeech
3768233_gab,gab,USER abortion one big issues christ cucks could image us today extra million ghetto dindus large drops crime saw due partly abortion legalized,offensive
1079696464249528320_twitter,twitter,queer sleepy goodnight,normal
1168066722793869313_twitter,twitter,bitches trynna act ghetto af talking extra loud mouth full herpes nauseated_face face_vomiting face_vomiting,offensive
16934444_gab,gab,downvoter deny take gander USER posts regarding modern christians k cuckstians fake christians put jews pedestal promulgate suicidal worship many cases,offensive
20613747_gab,gab,michael wickson pretty sure leaf mom gave spic baby brother haha,hatespeech
1420021_gab,gab,call chinaman one leg tiwon shu,offensive
1178705280026267650_twitter,twitter,USER USER hell no except puts everything back way came white house keep nat l parks pristine let immigrants cages etc fire everyone chose position maybe,normal
25531946_gab,gab,included original post typical kike moves goal post,hatespeech
10503615_gab,gab,sperm banks allowed women not maturity social skills maintain long term relationships reproduce,normal
13061735_gab,gab,microchip admits kike antipathy christianity basically genetic,hatespeech
17010339_gab,gab,iq nationalism leads jew asian bugocracy imposing miseries heritage white americans sound good anyone jews asians stepinfetchit swpl shitlib white lackeys,hatespeech
25618829_gab,gab,hate repeat thing dumb libtards learn race not fucking muzz yid christian one natural born another choose forced one,hatespeech
4696310_gab,gab,sheriff ed galt know something amigo think spotted chink armor go going skirt watching last man standing,hatespeech
6031194_gab,gab,united states racist country hates immigrants filled many racist immigrants hate americans,offensive
1179045266281783297_twitter,twitter,customer help find foundation skin type yes course not wear foundation anymore bu c get someone knows talking bitch tried half foundations store not wear foundation,normal
15538748_gab,gab,fact nigger women hate fags problematic real reason sheboons hate fags negro bucks percent likely engage faggotry see fags competition reason hate white women whereas nigbucks see fags opportunity,hatespeech
14410314_gab,gab,wife said want birthday said ooo not know maybe blowjob wife gave wink said sure something arranged said ah brilliant list women like ask,normal
1107398446023995392_twitter,twitter,USER muslim congress woman ilhan omar,normal
1179077802978467840_twitter,twitter,USER USER USER non muslims living neighbouring muslim countries persecuted given refuge refugees definition two types political persecution religious persecution muslim illegal immigrants not refugees,normal
6073561_gab,gab,never try break argument gay guys never know may come blows,normal
19075491_gab,gab,thank commitment free speech twitter regs tighten refugees cursed hellhole find home,normal
17895389_gab,gab,keeping crime stats ghetto low,normal
10229810_gab,gab,shocked known muslim commits deadly terror attack next thing know someone tell gambling occurs casinos,offensive
14962777_gab,gab,muzzies saw volume pork b products use every day would shit twinkies,hatespeech
1183579_gab,gab,girls like bad boys fun sociable not give shit girls like gay men fun sociable not give shit seeing link not bad boys closet homosexuals,offensive
1179066780708491265_twitter,twitter,ok eating lollipop nigger barto called gay,hatespeech
1178770901237678080_twitter,twitter,USER fucking hate much,normal
3684282_gab,gab,USER love ebonics nigger animals,offensive
26341986_gab,gab,yes please come nyc make go poof lol let us see snow nigger hillbilly ass try,hatespeech
1178400193424842752_twitter,twitter,place agreed pubic retarded illiterate needs representation no straight votes no democracy republics says aristocrats holy holy holy disgusting mud stompers lmao never white people not tread,normal
21231923_gab,gab,hot though catch looking get kinda desperate pleading look eyes like decided dyke,normal
1203419557668503553_twitter,twitter,USER haha thinks retarded asif id buy awful random,offensive
1179007194387353601_twitter,twitter,white people embarrassing saying culture fucking concept copied eye lit rally cannot comprehend anyways stream lit oneus job,normal
20044778_gab,gab,million white children raped paki muslims uk covered pm mps police councillors war started people not jobs drop dead eh,hatespeech
15722307_gab,gab,supporting trump issues cause extremely limited comes wn activism though way better following mudshark whore like want us,hatespeech
12348949_gab,gab,friendly reminder un looking aspiring london based attorneys represent refugees legal proceedings,normal
1178513294426021888_twitter,twitter,imagine thinking fat dyke dallas better rb kamara lmfao,offensive
1145907252857122816_twitter,twitter,USER USER shtu stay peach queens c illegal immigrants go back home anytime wish crying_face soft peach,offensive
1179095002636603392_twitter,twitter,USER USER ah breitbart go news white supremacists maybe put hood retweet one,normal
12686914_gab,gab,need feminism justifies choice not marry lead family also allows easy access porn prostitutes also signal superiority christians supporting gay marriage transgender nudity late term abortion,normal
1179095488282279937_twitter,twitter,USER na actually buddhist christian sikh jain hindu refugees allowed indian government living legally bangladeshi illegal immigrants not cleared air refugess not asked leave,normal
22105931_gab,gab,not people sand niggers one law sand niggers e whatever want one law natives e must let raped killed love,offensive
1179083237668212736_twitter,twitter,kpoop rite look bro wack kpop kpop stans party kpop sucks,normal
1076892958484512770_twitter,twitter,USER USER stop burning bread retard,offensive
1176049358510280705_twitter,twitter,USER love muslim brother smiling_face victory_hand light_skin_tone,normal
5510996_gab,gab,anyone watching reilly swedish reporter anne sofie naslund totally delusional pretty damn odd rape violence sweden took thousands muslim refugees give break,normal
26776782_gab,gab,yep hot women like helicopter pilots notice prince william prince harry chopper pilots rotorheads gone lot hairy places,normal
5937259_gab,gab,communist nigger journalist windstorm trump caused terrible wave hate apparently almighty trump controls weather bernie supporters,hatespeech
19364824_gab,gab,another dumb nigger,hatespeech
1196049116989546498_twitter,twitter,gt never goes dentist gt guns going kill us ok retard,offensive
1203528190137749505_twitter,twitter,kendall harry gay friends chill,offensive
1163196475939139590_twitter,twitter,hate pretty girls bitchy like much potential,offensive
1178739188038078464_twitter,twitter,owaisi crying rohingyas never tears kashmiri hindu pundits killed tortured raped driven away homes anouncements masjids support rohingyas b deshi muslims change demography muslim majority turn india hell hindus,normal
1179014410964213760_twitter,twitter,great idea overcoming white people africans empowering black economy,normal
1207166286335217665_twitter,twitter,sex drive retarded wanna nasty face_with_tears_of_joy tired_face,normal
1118063663536070656_twitter,twitter,bin men retarded people earth,offensive
27493318_gab,gab,new untreatable syphilis california unstoppable queers bisexuals aids hiv syphilis queers infect bisexuals locked away soon hollywood dying also queers travel portland seattle ny chicago florida prostitutes infected gods way cleansing sewer people,hatespeech
7314559_gab,gab,wooly nappy headed nigger nfl still kneeling front white fans cuz kinda funny monkey,hatespeech
17519362_gab,gab,mudshark nigger whore brainwashed equate self death morality kikes,hatespeech
9556293_gab,gab,cnnbreakingnews afternoon g20 summit trump threw used kleenex toward wastepaper basket missed showed continuing contempt working men women throughout world continued denial climate change sources inform us russian brand kleenex,offensive
1178570844227936256_twitter,twitter,USER zayn fucking god,normal
9243298_gab,gab,nigger ricans,hatespeech
18118782_gab,gab,good morning everyone except politicians favor welfare illegal immigrants american citizens sworn protect maga,offensive
1179030196160208896_twitter,twitter,could work remotely full time woo career lifestyle poor mentally unstable queer nigger agenda,normal
1840565_gab,gab,USER threw nazi salute not amount interpretation comes masses zero doubt mind richard spencer participated cointel plot steal news cycle trump possibly incite violence,offensive
17846980_gab,gab,jews dare trump say shithole calling foreign immigrants shit antithetical statue liberty poem normiecon poem calls wretched refuse sounds lot like shit tbh beginning think goal import shit jews anti semite,hatespeech
1124911967930503168_twitter,twitter,USER no muslim country nuclears pakistan,normal
15675442_gab,gab,yr old nigger conyers retired today gazillion years groping women acting like nigger wants niglet son replace fucking nigger,hatespeech
20193481_gab,gab,not including nigger households,offensive
21692203_gab,gab,islam religion full paedophiles thick shit sand niggers,hatespeech
18564332_gab,gab,life bitch die sums everyone face_savoring_food,normal
1178766373679271936_twitter,twitter,USER happy birthday muzzy thanks smiling_face_with_smiling_eyes,normal
26616403_gab,gab,ok good night mr kike faggot sleep tight,hatespeech
1179063570719559680_twitter,twitter,not kill sister wants doggy style let bark first confused_face confused_face confused_face,normal
1178907999341072385_twitter,twitter,fuck bitches better watch hoe,offensive
5023590_gab,gab,world going hell hand basket canada truly shit trudeau letting refugees place attacks refugees happening canada msm not covering,offensive
25265286_gab,gab,day rope face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy face_with_tears_of_joy stupid fucking nazi faggots delusional let review shall headline nazis becoming good nazis,offensive
1165922551240904705_twitter,twitter,USER saying freak okay fit shoe face_with_steam_from_nose,normal
11684884_gab,gab,lying faggot moves goal post,offensive
11937928_gab,gab,whites asians developed frontal lobes needed collaboration due harsh conditions unkown hominid ancestors blacks yet evolve traits evolving conditions identical prehuman ancestors,hatespeech
1106460842948595714_twitter,twitter,stand muslim community yellow_heart,normal
8537801_gab,gab,melbourne single shade islam terrorist yacqub khayre note not wearing arab moslem clothes literally looks like going club probably pays bills like australians fought terrorists taqiya islam,hatespeech
1178704790655836160_twitter,twitter,USER cloud faggot,offensive
1177952599225569280_twitter,twitter,since campaigning began two months ago civilians killed least injured election related violence reason taliban want control democracy,normal
23855648_gab,gab,leonardo divinci nigger not know cell phone claim not even first cell phone call different railroad cars hooked,hatespeech
8166888_gab,gab,raghead times square shown white arrest form numerous examples fl tx ca ny,hatespeech
18624874_gab,gab,not think fact sound like whiny wheezy nasally libtard right calling kike faggot not make someone nazi kikefag insult real nazis,hatespeech
1178494192055664640_twitter,twitter,USER gonna guess dindu nuffin,hatespeech
16163482_gab,gab,could not find actresses make turkey no negresses gorilless got milo banned twitter available,hatespeech
10691925_gab,gab,insanity homosexual man,normal
1179054349517021185_twitter,twitter,mm no hollywood ever niggers treater,hatespeech
1178261446683234304_twitter,twitter,fought hard zipper mouth_face day trump supporter says niggers brung gay person_tipping_hand medium light_skin_tone male_sign wanted get ha zipper mouth_face,normal
1178428283081244672_twitter,twitter,USER USER not sad anti democracy white supremacist racist anti refugee hater poor weak islamaphobe hater pres weakening usa adding destruction environment national monuments,normal
1085166638360518659_twitter,twitter,USER uri heard filled hyper toxic nationalism burned jihadis lefties ass,offensive
26116508_gab,gab,welcome deep america move impoverished black inner city less government programs welfare ghetto crippled opioid epidemic yet still safe women walk alone night public statistics clear race matters,offensive
1179024008446173186_twitter,twitter,USER USER USER actually insulted first left bitch call us racist not believe allowing illegal immigrants country people really need help,normal
25754066_gab,gab,hey fellow white man never trust jews,hatespeech
26368898_gab,gab,huma muzrat spy married congressman advising killary,hatespeech
22544630_gab,gab,way go ahmed maybe sand niggers not completely wo uses like always say war last semite standing,hatespeech
1139149033736482817_twitter,twitter,pussy ass nigga smoke hope follow,normal
1178774436553613314_twitter,twitter,ok USER print black white cyan run son needs print homework help quickly please,normal
1145350924539432962_twitter,twitter,period every month ghetto,normal
1177338649119080448_twitter,twitter,look like jane pittman USER wow lol,normal
3703256_gab,gab,century trying solve stupidity schooling poverty government handouts violence gun control bad race relations forced integration demonstrably not worked something ten minute drive around local black ghetto dare show,normal
1179077357950263297_twitter,twitter,USER not want illegal muslim immigrants wrong elected,normal
12414338_gab,gab,hardly whitesharia not sandnigger sharia latter cheap knockoff former aryans patriarchal since poured ukraine conquer europe india near east,offensive
16508274_gab,gab,seeing niglets playing niggerball middle street part parcel living multiracial society,hatespeech
1178562287449378816_twitter,twitter,forgive ne bit isnt uk percent white like south africa percent black shes bit racist think toward white ppl although shes attempting appear impartial chance got ppl like disingenuous gmb USER,normal
